,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,labels
2246,33,4,3107,9,12,5,10,4,1,0,0,0,38,29,0
2247,30,6,1799,15,9,2,1,5,4,0,0,0,33,38,1
2248,16,6,2662,15,9,4,5,1,4,1,0,0,67,38,0
2249,41,7,2198,11,8,3,8,4,2,0,0,0,38,15,0
2250,24,4,1165,11,8,0,14,1,4,1,0,0,38,38,0
2251,6,4,6875,15,9,2,7,0,4,1,0,0,38,38,0
2252,11,4,2124,11,8,2,14,0,2,1,0,0,38,38,0
2253,9,4,2803,11,8,4,7,3,4,1,0,0,38,38,0
2254,35,2,370,0,5,2,3,0,4,1,65,0,38,38,0
2255,46,4,4424,11,8,2,7,0,2,1,0,0,38,38,0
2256,20,4,5771,11,8,0,12,1,4,1,0,0,38,38,0
2257,15,4,2096,9,12,2,10,0,4,1,0,0,48,38,0
2258,7,4,754,15,9,4,12,1,2,1,0,0,38,22,0
2259,15,4,5676,9,12,0,4,1,4,0,0,0,48,38,1
2260,17,2,1157,14,14,2,10,0,4,1,0,0,38,38,1
2261,27,4,1214,12,13,2,4,0,4,1,67,0,38,38,1
2262,20,4,4649,8,10,2,10,0,4,1,0,0,38,23,0
2263,20,4,3822,9,12,4,1,1,4,0,0,0,33,38,0
2264,8,4,6613,2,7,2,8,5,4,0,0,0,38,38,0
2265,2,0,93,15,9,4,0,3,4,0,0,0,38,38,0
2266,6,4,680,11,8,4,3,4,4,1,0,0,38,38,0
2267,9,4,6333,11,8,4,3,3,4,1,0,0,19,38,0
2268,54,4,2214,11,8,6,12,2,4,0,0,0,15,38,0
2269,45,4,4596,9,12,2,1,5,4,0,0,0,29,38,1
2270,34,6,3062,7,11,2,4,0,4,1,0,0,38,38,0
2271,15,4,675,1,6,0,8,4,4,0,0,0,14,38,0
2272,20,6,151,11,8,2,4,0,4,1,0,0,38,38,0
2273,7,4,3880,8,10,2,3,0,4,1,0,0,43,38,0
2274,50,0,2900,4,2,2,0,0,4,1,0,0,47,38,0
2275,33,4,2974,7,11,2,12,5,4,0,55,0,38,38,0
2276,14,4,3233,11,8,2,3,0,4,1,0,0,38,38,0
2277,40,6,1106,15,9,2,12,0,4,1,97,0,43,38,1
2278,43,4,2954,15,9,2,6,0,4,1,0,0,38,38,0
2279,36,4,6205,0,5,0,3,1,4,1,0,0,38,38,0
2280,8,4,4825,1,6,4,6,3,4,1,0,0,43,38,0
2281,47,0,1350,15,9,6,0,4,4,0,0,0,7,38,0
2282,18,4,5020,5,3,2,7,0,4,1,0,0,38,25,0
2283,48,0,878,15,9,6,0,1,1,0,0,0,5,38,0
2284,9,4,5277,9,12,4,10,1,4,1,0,0,36,38,0
2285,26,4,3603,12,13,2,4,5,4,0,89,0,30,38,1
2286,36,2,4744,10,15,0,10,1,4,0,82,0,38,38,1
2287,6,4,1171,9,12,4,4,3,1,1,0,0,38,38,0
2288,24,4,642,9,12,2,10,5,4,0,77,0,9,38,1
2289,22,2,624,9,12,0,1,4,4,0,0,0,33,38,0
2290,31,5,1962,15,9,2,12,0,4,1,0,0,36,38,1
2291,6,4,620,11,8,4,3,3,4,1,0,0,38,38,0
2292,30,6,5367,12,13,4,4,1,2,1,0,0,24,38,0
2293,14,4,5598,8,10,5,13,4,2,0,0,0,30,38,0
2294,51,6,5555,0,5,6,5,4,4,1,0,0,19,38,0
2295,17,4,5554,8,10,2,1,0,2,1,0,0,43,38,1
2296,24,4,5104,12,13,2,10,0,1,1,0,0,43,3,1
2297,18,6,6919,11,8,2,3,5,2,0,0,0,38,38,1
2298,6,4,1587,11,8,4,7,3,4,1,0,0,38,38,0
2299,33,6,1930,15,9,2,3,0,4,1,0,0,53,38,0
2300,34,1,6068,11,8,2,3,0,4,1,58,0,38,38,1
2301,30,6,1418,10,15,2,10,0,4,1,0,0,33,38,1
2302,36,7,5053,10,15,2,10,0,4,1,0,0,38,38,1
2303,17,4,4959,11,8,4,9,1,4,0,0,0,38,25,0
2304,14,4,6299,9,12,4,4,1,4,0,0,7,38,38,0
2305,1,4,5818,4,2,4,6,2,4,1,0,0,29,15,0
2306,47,4,1304,5,3,2,3,0,4,1,0,0,38,38,0
2307,27,4,2952,15,9,2,12,0,4,1,0,0,38,38,1
2308,9,4,3237,12,13,2,7,0,4,1,0,0,19,2,0
2309,11,4,3855,11,8,0,6,3,4,1,0,0,38,38,0
2310,10,4,1396,14,14,0,10,1,4,0,0,0,11,38,0
2311,51,4,6478,15,9,2,1,0,4,1,0,0,38,38,0
2312,36,4,291,11,8,2,12,0,4,1,0,0,38,38,1
2313,36,0,5414,4,2,6,0,4,2,0,0,0,29,38,0
2314,6,4,6623,11,8,4,8,4,4,1,0,0,33,25,0
2315,22,4,4081,11,8,2,7,0,4,1,0,0,38,38,1
2316,29,4,5773,9,12,4,3,1,4,0,0,0,38,38,0
2317,18,4,6203,11,8,2,3,0,4,1,0,0,30,38,0
2318,29,4,6717,15,9,2,4,0,4,1,89,0,48,38,1
2319,31,4,4530,4,2,0,7,4,3,0,0,0,38,6,0
2320,20,6,4212,1,6,2,14,0,4,1,0,0,38,38,0
2321,36,4,5405,15,9,5,4,4,2,0,0,0,38,38,0
2322,7,4,1012,6,4,4,8,1,4,1,0,0,38,8,0
2323,47,7,7001,0,5,2,4,0,4,1,0,0,38,38,1
2324,19,4,1043,11,8,2,1,5,4,0,0,0,38,38,1
2325,35,1,26,15,9,0,1,1,4,1,0,0,38,38,0
2326,5,4,3481,11,8,4,4,1,4,1,0,0,38,40,0
2327,10,4,6213,11,8,4,7,3,2,0,0,0,38,38,0
2328,43,7,2048,11,8,6,1,1,4,0,0,0,33,38,0
2329,10,4,6530,9,12,2,10,5,4,0,0,0,38,38,1
2330,13,2,1772,9,12,4,10,1,4,0,0,0,38,38,0
2331,11,4,4373,0,5,2,3,0,4,1,0,0,48,38,0
2332,22,4,3983,11,8,2,14,0,4,1,0,0,54,38,0
2333,9,4,1376,9,12,4,12,1,4,0,0,0,38,38,0
2334,17,4,3469,9,12,4,10,1,4,0,0,0,43,38,0
2335,1,4,6840,11,8,4,7,1,4,0,0,0,29,38,0
2336,34,4,3082,12,13,2,12,0,4,1,0,0,38,38,1
2337,20,4,152,11,8,2,3,0,4,1,0,0,49,38,0
2338,32,0,1624,11,8,2,0,5,4,0,0,0,58,38,0
2339,8,4,658,15,9,4,1,3,4,0,0,0,29,38,0
2340,4,4,6076,4,2,2,6,0,4,1,0,0,38,25,0
2341,22,4,6250,1,6,2,8,0,2,1,32,0,35,38,0
2342,6,0,997,15,9,5,0,1,4,0,0,0,38,38,0
2343,20,4,1916,15,9,2,1,0,4,1,0,0,48,38,0
2344,15,4,2742,9,12,4,10,1,4,0,0,0,38,38,0
2345,50,6,5863,9,12,2,14,0,4,1,0,0,38,38,0
2346,20,4,3029,8,10,2,3,0,4,1,0,32,38,38,1
2347,22,2,4366,12,13,2,10,0,4,1,74,0,38,38,1
2348,35,4,6817,13,0,2,8,1,4,1,0,0,38,8,0
2349,25,4,6370,11,8,2,13,0,1,1,89,0,38,38,1
2350,16,6,5127,9,12,0,12,1,4,1,0,0,48,38,1
2351,23,4,1205,0,5,0,7,4,4,0,0,0,38,38,0
2352,26,4,321,12,13,0,4,4,4,1,0,0,48,38,0
2353,4,7,347,15,9,4,13,1,4,0,0,0,48,38,0
2354,3,2,6987,11,8,4,1,1,4,0,0,0,29,38,0
2355,12,2,6024,8,10,4,11,1,4,1,0,12,54,38,1
2356,12,4,4415,11,8,2,3,0,4,1,0,0,48,38,0
2357,22,4,5147,11,8,2,3,0,4,1,0,0,43,38,0
2358,26,1,1263,15,9,0,6,1,1,1,0,0,38,38,0
2359,7,4,24,8,10,4,1,1,4,1,0,0,29,38,1
2360,66,2,2171,8,10,6,1,1,4,0,0,0,13,38,0
2361,48,2,1309,5,3,2,4,0,4,1,0,8,38,38,0
2362,2,4,2542,15,9,4,12,3,1,0,0,0,17,29,0
2363,12,4,583,11,8,4,5,1,4,1,0,0,48,0,0
2364,40,4,2757,11,8,5,3,4,4,1,0,0,38,38,0
2365,14,1,2059,12,13,2,4,0,4,1,77,0,58,38,1
2366,3,4,5298,15,9,4,3,3,4,1,0,0,38,38,0
2367,50,4,6187,11,8,2,1,0,4,1,0,0,33,38,0
2368,4,4,5158,15,9,4,8,1,4,1,0,0,55,38,0
2369,38,4,1530,9,12,2,12,0,4,1,0,0,38,38,0
2370,26,4,6912,11,8,0,1,1,4,0,0,0,38,38,0
2371,43,0,2605,11,8,2,0,0,4,1,0,0,4,38,0
2372,32,4,1371,2,7,2,7,0,4,1,0,0,37,38,0
2373,16,4,3401,9,12,2,4,0,4,1,0,0,48,11,1
2374,30,4,4017,11,8,2,8,5,2,0,65,0,38,38,0
2375,27,4,6201,9,12,4,10,1,4,1,0,0,38,38,0
2376,21,4,1131,11,8,0,8,4,2,0,0,0,30,38,0
2377,6,4,6484,11,8,0,9,4,4,0,0,0,38,38,0
2378,18,4,5599,15,9,2,3,0,2,1,0,0,48,22,1
2379,21,4,3384,11,8,2,8,0,4,1,0,0,38,38,0
2380,17,4,3552,8,10,0,10,4,4,0,0,0,38,38,0
2381,32,1,6829,15,9,4,1,4,2,0,0,0,38,38,0
2382,10,4,6278,11,8,4,7,4,2,1,0,0,38,38,0
2383,11,4,1136,15,9,4,1,1,4,0,0,0,38,38,0
2384,14,4,4622,9,12,2,12,0,4,1,0,0,38,38,0
2385,31,4,3682,12,13,2,4,0,4,1,0,0,38,38,0
2386,34,4,2153,11,8,5,6,4,4,0,0,0,38,38,0
2387,15,4,1683,1,6,2,8,5,4,0,0,0,58,38,0
2388,34,1,1394,7,11,2,13,0,2,1,0,0,38,38,0
2389,8,4,3120,11,8,2,12,0,4,1,0,0,38,38,0
2390,19,4,197,9,12,2,4,0,4,1,0,36,38,38,1
2391,26,4,6477,9,12,4,12,1,4,1,0,0,48,38,1
2392,50,0,3997,11,8,2,0,0,4,1,52,0,10,38,0
2393,31,4,1492,12,13,2,10,0,4,1,0,33,38,38,1
2394,5,2,5182,7,11,4,1,3,2,0,0,0,33,14,0
2395,5,4,2710,11,8,4,6,3,2,1,0,0,24,38,0
2396,33,4,2249,15,9,0,3,1,4,1,61,0,21,38,0
2397,26,7,3556,15,9,0,1,4,4,0,0,0,38,38,0
2398,29,4,6244,15,9,2,4,0,4,1,0,0,38,38,0
2399,32,4,5420,15,9,2,14,0,4,1,0,0,38,38,1
2400,30,1,6281,9,12,0,10,4,4,1,0,0,38,38,0
2401,10,4,127,9,12,4,13,1,4,0,0,0,38,38,0
2402,60,0,3289,15,9,2,0,0,4,1,0,0,5,38,0
2403,24,5,2448,15,9,0,7,1,4,0,0,0,38,15,0
2404,34,6,5234,7,11,5,12,1,2,1,0,0,29,38,0
2405,2,4,368,15,9,4,12,1,4,0,0,0,27,38,0
2406,2,4,437,15,9,4,1,3,4,0,0,0,7,38,0
2407,25,4,5428,14,14,2,4,0,4,1,89,0,38,38,1
2408,3,4,383,15,9,4,8,3,4,1,0,0,58,38,0
2409,43,4,1847,0,5,6,12,1,4,0,0,0,38,38,0
2410,3,4,4218,15,9,4,6,3,4,1,0,0,11,38,0
2411,0,4,1734,0,5,4,8,3,4,1,0,0,38,38,0
2412,19,4,3655,14,14,4,4,1,4,1,95,0,48,38,1
2413,53,4,4832,15,9,6,4,1,4,0,0,0,11,38,0
2414,20,6,4429,15,9,2,4,5,4,0,0,0,14,38,0
2415,14,4,6226,11,8,2,14,0,4,1,0,0,48,38,1
2416,29,1,355,12,13,2,4,0,4,1,0,0,38,9,1
2417,43,4,3138,4,2,2,14,0,4,1,0,0,38,38,0
2418,18,4,5602,9,12,2,12,0,4,1,0,0,38,38,1
2419,10,0,5417,9,12,2,0,5,2,0,0,0,33,0,1
2420,22,4,136,8,10,0,12,4,4,0,0,0,38,38,0
2421,12,4,2564,11,8,2,14,0,4,1,0,0,58,38,0
2422,38,0,6697,12,13,2,0,0,4,1,0,0,48,38,1
2423,4,4,2865,9,12,4,1,1,4,1,0,0,38,4,0
2424,19,4,1299,11,8,4,7,3,4,0,0,0,38,38,0
2425,5,4,5984,11,8,4,6,4,4,1,0,0,33,38,0
2426,33,4,6403,11,8,2,11,0,4,1,0,0,36,38,1
2427,9,4,4100,11,8,4,1,3,4,0,26,0,38,38,0
2428,29,5,4320,14,14,2,10,0,4,1,0,0,58,38,1
2429,8,6,5571,11,8,4,5,1,4,1,0,0,48,38,0
2430,17,4,3330,11,8,2,12,0,4,0,0,0,38,38,0
2431,11,4,5553,3,1,4,7,1,4,0,0,0,38,25,0
2432,42,0,2479,11,8,6,0,1,4,0,0,0,33,38,0
2433,46,6,5680,15,9,2,5,0,4,1,0,0,19,38,0
2434,34,5,581,14,14,0,10,1,4,1,95,0,58,38,1
2435,15,4,4002,9,12,2,12,0,4,1,0,0,42,38,0
2436,26,2,6230,15,9,4,4,1,4,0,0,0,11,38,0
2437,70,4,540,9,12,4,10,1,1,1,0,0,38,38,0
2438,14,7,212,8,10,2,3,0,4,1,0,0,38,38,0
2439,26,4,4056,9,12,2,3,0,4,1,0,0,46,38,1
2440,58,4,4263,15,9,2,4,0,4,1,0,0,33,38,1
2441,9,4,2478,1,6,0,3,1,4,0,0,0,38,38,0
2442,13,4,6740,1,6,3,6,4,4,0,0,0,38,38,0
2443,28,1,4481,7,11,0,1,4,1,1,0,43,38,29,0
2444,10,5,5295,15,9,4,1,3,4,0,0,0,43,38,0
2445,37,4,5534,12,13,2,10,0,4,1,0,0,38,38,1
2446,28,4,6046,2,7,2,7,0,1,1,0,0,38,0,0
2447,3,4,4178,11,8,4,3,1,4,1,0,0,38,38,0
2448,18,4,3263,15,9,4,14,3,4,1,0,0,38,38,0
2449,22,6,537,11,8,2,4,0,4,1,0,0,38,38,0
2450,51,4,1339,9,12,2,10,0,4,1,0,0,38,20,1
2451,18,4,6625,15,9,2,4,0,4,1,89,0,58,38,1
2452,14,4,6532,8,10,4,11,3,2,1,0,0,38,38,0
2453,7,4,2825,9,12,4,4,3,4,1,0,0,38,38,0
2454,14,4,7016,11,8,4,6,2,2,0,0,0,33,38,0
2455,3,0,2531,15,9,4,0,3,4,1,0,0,24,38,0
2456,33,4,6131,7,11,0,12,1,4,0,0,0,38,38,0
2457,13,4,3664,11,8,4,10,3,4,0,0,0,29,38,0
2458,0,0,3783,1,6,4,0,3,4,0,0,0,9,38,0
2459,20,4,1646,15,9,4,7,1,4,0,0,0,38,38,0
2460,6,0,598,8,10,4,0,1,0,0,0,0,29,38,0
2461,5,4,5974,11,8,4,12,3,2,0,0,0,38,38,0
2462,11,4,524,11,8,4,3,1,4,1,0,0,33,38,0
2463,13,2,930,11,8,2,8,0,2,1,0,0,38,38,0
2464,17,6,41,11,8,2,5,0,4,1,0,0,71,38,0
2465,35,6,3700,9,12,2,4,0,4,1,0,0,48,38,1
2466,7,4,3845,8,10,2,7,0,4,1,0,0,38,38,0
2467,50,4,6338,11,8,6,12,1,4,0,5,0,17,38,0
2468,41,4,4547,15,9,0,8,4,2,0,0,0,38,38,0
2469,19,4,515,15,9,2,3,0,4,1,0,0,38,38,0
2470,3,4,4973,15,9,3,12,3,2,0,0,0,17,38,0
2471,23,4,1985,11,8,0,7,1,2,1,0,0,38,38,0
2472,11,4,5384,11,8,2,12,0,4,1,0,0,38,38,0
2473,9,2,5872,9,12,2,10,5,2,0,0,0,38,38,1
2474,46,0,752,11,8,6,0,1,2,0,0,0,10,38,0
2475,19,0,4732,11,8,2,0,0,4,1,48,0,29,38,0
2476,1,4,4012,6,4,4,12,3,4,0,0,0,40,38,0
2477,24,4,6878,4,2,2,5,0,4,1,44,0,38,25,0
2478,17,4,5997,8,10,4,3,1,4,0,0,0,38,38,0
2479,48,4,887,11,8,0,4,2,4,0,16,0,48,38,0
2480,12,0,2335,9,12,2,0,0,4,1,0,0,24,38,0
2481,24,4,2990,14,14,2,4,0,4,1,0,0,48,38,1
2482,19,4,1446,11,8,6,8,4,4,0,0,0,23,38,0
2483,25,4,348,11,8,2,12,0,4,1,0,0,38,38,0
2484,9,4,5017,6,4,2,3,0,4,1,0,0,33,38,0
2485,4,4,4258,15,9,4,8,3,4,0,0,0,38,38,0
2486,30,4,2126,11,8,0,4,1,4,0,0,35,38,38,0
2487,4,4,4381,15,9,4,1,1,4,1,31,0,43,38,0
2488,6,4,2582,7,11,4,8,1,4,1,0,0,38,38,0
2489,14,4,461,11,8,4,8,1,4,0,0,0,54,38,0
2490,22,4,3826,11,8,0,4,1,4,1,0,0,43,38,0
2491,8,4,1357,6,4,4,6,3,2,1,36,0,38,38,0
2492,16,4,2389,9,12,2,4,0,4,1,0,0,48,38,0
2493,36,4,1154,4,2,2,7,0,1,1,0,0,38,24,0
2494,20,4,973,9,12,2,8,5,1,0,0,0,29,38,1
2495,44,2,90,12,13,0,10,1,4,0,0,0,66,38,0
2496,28,4,6946,9,12,2,8,0,1,1,0,0,36,0,0
2497,7,4,3867,1,6,2,3,0,4,1,0,0,38,38,0
2498,30,6,4794,12,13,2,4,0,4,1,0,0,43,38,0
2499,33,4,2905,12,13,2,12,0,4,1,0,0,38,38,1
2500,19,4,5777,11,8,4,4,1,4,0,0,0,36,38,0
2501,25,4,6411,11,8,2,14,0,4,1,0,33,48,38,1
2502,25,4,3701,9,12,2,4,0,4,1,0,0,38,38,0
2503,0,4,5638,2,7,4,8,3,4,1,0,0,11,38,0
2504,20,4,6635,15,9,2,3,0,4,1,40,0,38,38,1
2505,8,4,1912,9,12,4,1,3,4,0,0,0,38,38,0
2506,34,4,4343,11,8,4,3,1,2,1,0,0,38,38,0
2507,3,4,5838,15,9,4,6,2,4,1,0,0,14,38,0
2508,3,4,1005,15,9,4,1,1,4,0,0,0,38,38,0
2509,19,4,3325,9,12,2,4,0,4,1,74,0,48,38,1
2510,56,4,119,11,8,6,8,1,4,0,0,0,35,38,0
2511,42,4,5921,0,5,6,7,1,4,1,0,0,50,38,0
2512,32,6,5258,11,8,0,8,4,4,0,0,0,38,38,0
2513,32,4,4907,9,12,2,4,0,4,1,0,0,53,38,1
2514,15,4,1567,13,0,2,7,5,1,0,60,0,38,1,0
2515,20,4,5936,8,10,2,10,5,4,0,0,32,33,38,1
2516,6,2,4642,9,12,4,10,1,4,0,0,0,33,38,0
2517,9,4,3414,9,12,4,12,1,4,1,0,0,46,38,0
2518,2,4,6304,0,5,4,8,1,4,0,0,0,38,38,0
2519,35,4,2036,5,3,0,7,1,4,0,0,0,62,38,0
2520,30,4,3514,11,8,2,6,5,2,0,0,0,38,38,0
2521,24,4,914,9,12,4,1,1,1,1,0,0,48,38,0
2522,23,6,622,8,10,2,4,0,4,1,0,0,38,38,1
2523,37,2,3220,12,13,2,10,0,4,1,77,0,38,38,1
2524,39,4,2148,11,8,4,8,1,2,0,0,0,38,38,0
2525,4,4,5075,11,8,4,6,1,4,1,0,0,38,38,0
2526,26,5,2541,8,10,2,4,2,4,1,0,0,48,38,1
2527,24,2,5973,14,14,2,10,0,4,1,0,55,43,38,1
2528,11,4,469,15,9,0,8,1,4,0,0,0,29,38,0
2529,35,4,3044,12,13,0,10,1,4,0,0,0,38,38,1
2530,16,4,2422,1,6,4,3,3,4,1,0,0,38,38,0
2531,28,2,3335,6,4,4,8,3,4,1,0,0,38,38,0
2532,12,2,6669,15,9,2,11,0,4,1,0,9,38,38,1
2533,3,4,6408,15,9,4,8,1,4,0,0,0,29,38,0
2534,21,4,2616,1,6,0,7,4,2,0,0,0,50,38,0
2535,22,7,393,11,8,2,1,5,1,0,48,0,19,38,0
2536,21,4,4516,8,10,2,12,0,4,1,0,0,38,38,0
2537,12,4,927,15,9,2,14,0,4,1,0,0,38,38,0
2538,10,4,5246,15,9,4,1,1,4,0,0,0,54,38,0
2539,0,4,2534,1,6,4,12,3,4,0,0,0,19,38,0
2540,2,4,1956,1,6,4,8,1,4,0,0,0,38,38,0
2541,10,4,4498,11,8,4,8,1,4,0,0,0,50,38,0
2542,15,4,2017,8,10,2,1,5,4,0,0,0,43,38,0
2543,58,4,1355,11,8,2,12,0,4,1,33,0,19,38,0
2544,31,6,3531,10,15,4,10,4,4,0,0,0,58,38,1
2545,15,4,430,10,15,2,10,0,4,1,0,0,63,38,1
2546,17,4,1316,15,9,0,10,1,2,1,0,0,38,11,1
2547,7,6,1723,11,8,0,3,1,4,1,0,0,48,38,0
2548,5,4,4777,15,9,4,14,3,4,1,0,23,29,38,0
2549,37,6,1480,9,12,2,5,0,4,1,0,0,48,38,0
2550,50,6,1414,15,9,2,12,0,4,1,0,0,38,38,0
2551,28,4,926,9,12,2,4,0,4,1,0,0,43,38,1
2552,18,1,5321,11,8,4,1,1,4,1,0,0,38,38,0
2553,34,6,5642,15,9,2,10,5,4,0,0,42,58,2,0
2554,6,4,5268,11,8,4,8,1,4,0,0,0,29,38,0
2555,27,2,156,5,3,0,6,1,4,1,0,0,38,38,0
2556,36,2,4491,0,5,2,8,0,4,1,0,0,38,38,0
2557,8,4,1556,15,9,2,12,0,4,1,0,0,41,38,0
2558,20,4,1770,9,12,5,10,4,4,0,64,0,30,38,1
2559,41,2,5218,4,2,0,8,2,2,0,0,0,38,14,0
2560,23,2,398,15,9,2,1,5,4,0,0,0,38,38,1
2561,48,4,3122,9,12,2,1,0,4,1,0,0,32,38,0
2562,30,5,4718,12,13,2,4,0,4,1,89,0,53,38,1
2563,22,4,2143,12,13,2,10,5,4,0,0,36,23,38,1
2564,25,4,4195,12,13,2,10,0,1,1,0,33,53,18,1
2565,43,4,2384,11,8,2,3,0,4,1,0,0,38,38,0
2566,22,4,3447,11,8,4,12,1,4,1,0,0,53,38,0
2567,29,4,1051,9,12,2,1,0,4,1,0,0,38,38,1
2568,26,4,1954,9,12,2,12,0,4,1,0,0,63,38,1
2569,59,0,2928,11,8,6,0,1,4,0,0,0,24,38,0
2570,6,4,1822,9,12,4,4,1,4,1,0,0,38,38,0
2571,44,1,4143,12,13,6,10,4,4,0,0,0,38,38,0
2572,28,2,5109,11,8,0,1,4,4,0,0,0,33,38,0
2573,26,4,3415,9,12,4,10,1,4,1,0,0,38,0,1
2574,44,4,2764,5,3,2,14,0,4,1,0,0,38,38,0
2575,7,4,2853,11,8,4,3,1,4,1,0,0,38,38,0
2576,43,4,5399,11,8,2,8,0,4,1,0,0,38,38,1
2577,22,6,177,15,9,2,5,0,4,1,34,0,75,38,0
2578,42,1,476,12,13,4,10,1,4,0,0,0,38,0,1
2579,6,4,6871,11,8,2,6,0,2,1,0,0,38,38,0
2580,19,4,2961,12,13,2,12,0,4,1,0,0,48,38,1
2581,15,4,3784,14,14,2,10,0,4,1,54,0,38,38,0
2582,41,4,3204,14,14,2,10,0,4,1,0,0,43,38,1
2583,32,2,1400,9,12,0,10,4,4,0,0,0,38,38,1
2584,13,4,5509,5,3,2,3,0,4,1,0,0,46,38,0
2585,18,4,5501,8,10,4,3,3,2,1,0,0,38,38,0
2586,13,4,799,11,8,2,3,3,1,1,44,0,38,38,0
2587,19,4,4516,6,4,0,6,1,4,1,61,0,54,38,0
2588,12,4,2233,11,8,4,12,4,2,0,0,5,38,38,0
2589,22,4,2318,15,9,0,1,4,2,0,0,0,38,38,0
2590,18,4,2981,9,12,2,4,0,4,1,0,0,48,38,1
2591,26,4,6963,9,12,0,4,4,4,0,0,0,38,38,0
2592,28,4,6859,11,8,2,7,5,4,0,0,25,38,38,0
2593,19,6,3413,10,15,4,10,1,4,1,0,0,38,38,1
2594,24,4,5684,9,12,2,5,0,4,1,0,0,38,38,0
2595,14,6,4384,11,8,2,3,0,4,1,0,0,38,38,1
2596,29,4,1282,9,12,0,10,1,4,1,0,0,38,38,0
2597,27,4,4030,9,12,0,4,1,4,1,0,0,48,38,1
2598,34,2,823,15,9,6,1,1,4,0,0,0,38,38,0
2599,42,4,16,11,8,6,8,1,4,0,0,0,9,38,0
2600,45,4,6578,4,2,2,5,0,4,1,0,0,23,25,0
2601,8,4,382,9,12,4,3,3,4,1,0,0,29,2,0
2602,12,7,4399,12,13,2,10,0,4,1,0,0,14,38,0
2603,9,2,2542,9,12,4,1,3,1,0,0,0,48,38,0
2604,14,4,2212,11,8,2,7,0,4,1,0,0,38,38,1
2605,19,4,3717,1,6,2,3,0,4,1,67,0,38,38,1
2606,6,4,2297,9,12,4,1,1,4,0,0,0,38,38,0
2607,11,4,5990,9,12,4,1,3,4,0,0,0,38,38,0
2608,8,4,325,9,12,4,12,1,4,1,0,0,42,38,0
2609,14,4,6658,0,5,2,13,0,4,1,0,0,38,38,1
2610,43,0,5021,9,12,2,0,0,2,1,0,0,38,38,0
2611,30,6,929,9,12,2,5,0,4,1,0,0,58,38,0
2612,6,4,6023,9,12,2,10,0,4,1,0,0,38,38,0
2613,3,4,6481,15,9,0,8,3,4,0,0,0,28,38,0
2614,19,7,1534,9,12,2,10,5,4,0,0,22,36,38,0
2615,15,4,3805,15,9,0,7,4,4,0,0,0,38,38,0
2616,33,4,2394,11,8,2,3,0,4,1,0,0,38,38,0
2617,22,5,5861,12,13,4,10,1,4,0,0,0,38,38,0
2618,2,4,1238,9,12,4,10,3,4,0,0,0,29,38,0
2619,28,4,2011,15,9,2,8,0,4,1,0,0,38,38,0
2620,17,6,5123,9,12,2,10,0,2,1,0,32,46,38,1
2621,9,4,1882,12,13,4,10,1,4,1,79,0,38,38,1
2622,21,4,2359,9,12,2,4,0,4,1,0,0,38,38,1
2623,23,4,234,11,8,4,4,1,0,1,73,0,41,38,0
2624,15,4,4401,9,12,2,12,0,4,1,97,0,58,38,1
2625,20,6,6815,9,12,2,10,0,4,1,0,0,38,38,1
2626,45,4,2149,11,8,2,14,0,4,1,0,0,38,38,1
2627,5,4,5104,9,12,4,10,1,0,0,87,0,38,38,1
2628,26,4,6342,15,9,2,4,0,4,1,0,33,38,38,1
2629,24,2,4082,15,9,2,11,0,4,1,0,0,38,38,1
2630,13,4,1853,15,9,0,12,3,4,1,0,0,38,38,0
2631,10,1,4684,11,8,4,1,1,2,0,0,0,38,38,0
2632,3,4,6690,15,9,4,10,3,4,1,0,0,23,38,0
2633,17,4,1554,0,5,4,8,4,2,0,0,0,38,22,0
2634,0,4,5848,1,6,4,9,3,4,0,0,0,38,38,0
2635,27,4,6639,11,8,2,1,5,4,0,0,0,36,38,0
2636,25,0,192,15,9,4,0,1,4,1,0,0,43,38,0
2637,38,4,2321,9,12,2,7,0,4,1,0,0,38,38,0
2638,28,6,2595,8,10,2,11,0,4,1,0,0,2,38,0
2639,37,4,1341,15,9,2,12,0,4,1,89,0,38,38,1
2640,12,4,2397,14,14,2,10,0,4,1,0,0,48,38,1
2641,1,4,821,0,5,4,12,1,4,1,0,0,19,38,0
2642,38,7,783,11,8,0,1,1,4,0,0,18,38,38,0
2643,14,4,6514,9,12,4,5,1,4,1,0,0,38,38,0
2644,43,4,1994,11,8,2,11,0,4,1,0,40,32,38,0
2645,5,4,4286,15,9,4,12,3,4,1,0,0,38,38,0
2646,20,1,905,11,8,0,10,4,1,0,0,0,38,0,0
2647,28,2,225,12,13,4,10,1,4,0,0,0,38,38,0
2648,28,4,600,9,12,2,10,0,4,1,0,0,38,38,1
2649,28,7,5581,11,8,2,3,0,4,1,0,0,38,38,0
2650,10,4,2823,11,8,2,3,0,4,1,0,0,48,38,0
2651,34,5,2872,14,14,2,10,0,4,1,0,0,38,38,1
2652,32,7,6498,15,9,4,1,1,4,0,0,0,38,38,0
2653,20,4,314,8,10,2,12,0,4,1,0,0,52,38,0
2654,41,7,761,15,9,6,10,1,4,0,0,0,19,38,0
2655,33,4,5641,11,8,2,14,0,4,1,74,0,38,38,1
2656,33,4,2023,4,2,2,6,0,4,1,0,0,53,0,0
